sourceOccurrenceId,sourceTaxonId,sourceTaxonName,sourceBodyPartId,sourceBodyPartName,sourceLifeStageId,sourceLifeStageName,interactionTypeId,interactionTypeName,targetOccurrenceId,targetTaxonId,targetTaxonName,targetBodyPartId,targetBodyPartName,targetLifeStageId,targetLifeStageName,localityId,localityName,decimalLatitude,decimalLongitude,YYYY,MM,DD,HH,mm,ss,observationDateTime,referenceDoi,referenceUrl,referenceCitation
,WORMS:389832,Leucothoe ashleyae,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,Long Key,GEONAMES:4162685,Long Key,24.72496667,-80.9188,2007,1,1,0,0,0,2007-1-1T00:00:00Z,10.1111/j.1365-294x.2006.03145.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-294X.2006.03145.x,"Richards VP, Thomas JD, Stanhope MJ, Shivji MS. 2007. Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies. Molecular Ecology 16:139–157"
,WORMS:389832,Leucothoe ashleyae,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,"Key West, Patch reef",GEONAMES:4155751,"Key West, Patch reef",24.45456667,-81.86816667,2007,1,1,0,0,0,2007-1-1T00:00:00Z,10.1111/j.1365-294x.2006.03145.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-294X.2006.03145.x,"Richards VP, Thomas JD, Stanhope MJ, Shivji MS. 2007. Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies. Molecular Ecology 16:139–157"
,WORMS:389832,Leucothoe ashleyae,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,"Key West, Hawk Channel reef",GEONAMES:4482348,"Key West, Hawk Channel reef",24.48898333,-81.84161667,2007,1,1,0,0,0,2007-1-1T00:00:00Z,10.1111/j.1365-294x.2006.03145.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-294X.2006.03145.x,"Richards VP, Thomas JD, Stanhope MJ, Shivji MS. 2007. Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies. Molecular Ecology 16:139–157"
,WORMS:389832,Leucothoe ashleyae,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,Glover's reef,GEONAMES:3582037,Glover's reef,16.73333333,-87.7,2007,1,1,0,0,0,2007-1-1T00:00:00Z,10.1111/j.1365-294x.2006.03145.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-294X.2006.03145.x,"Richards VP, Thomas JD, Stanhope MJ, Shivji MS. 2007. Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies. Molecular Ecology 16:139–157"
,WORMS:389832,Leucothoe ashleyae,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,Whale Shoals,GEONAMES:3582678,Whale Shoals,16.76396667,-88.09538333,2006,1,1,0,0,0,2006-1-1T00:00:00Z,10.1651/c-2624.1 ,https://watermark.silverchair.com/jcb0013.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAl0wggJZBgkqhkiG9w0BBwagggJKMIICRgIBADCCAj8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMOcGGJgLEb7IfsgtkAgEQgIICEOogBMQjsvCD3qg3hEpER5Bg8h15SoZtgTNHeF4YBol7KfuPqNNTM5CCl9WZz871jTsLmm22Xcd6ixFtp1ZkOcxzwPuMmRc22CcI4TONsLFWGuCiJ1Bkn2H0YkrAtfNwoiHCGs7MQ_SyLxcamsOxYM2AtdkwwQgbHcCpfDG9_j3jO-fkvwfNQsr2amO4bJotXY7Tq5wFIIh4QFuGf8gryncLdZqvYyJAC5pDX6pz00F_n4npmCTC6ujzIcXK2wAEOsExSMFQixTZhM-E8Q9WXgPX9GUtEaO0FE-BrJbAZnDYceEqMcJ61Cf8soCQ4hiap8BDcgBnknDD8d67KB5DIFBGNyuI6zfWDcARzTtqaTY98iCSR3XcTPAQ4FdIpdJIREBFr-yDZIKlgKqCb42hHdcEdwaXCfpmfU1IdwFIJcBiurtNS9HtaEM2nx4JDjlZyw0vLL8Vw33RQiJ_2EjhJSRUWfopkDg1z7vNeeXTNMEUoIxGs9HHmoO2V5qcGYz5N22SBT8vrScrGQjE6rnlcoxCg_rGWbJpoByQgEhCeFcOCi_qrvNwpc_qo8uR7W0hXJqhTyOaFWB1byB3dRpuu0ssXgeT6fN3dYOzzZScUmf2yg-pyTw_Puq-2r-uVljU7kinSr_-KX_fjnlqWqSqo0KRAlvqVb8Pw4Eh8jDV0NNnQElnZdPbawR5fMQkXchfBA,"Thomas JD, Klebba KN. 2006. Studies of Commensal Leucothoid Amphipods: Two New Sponge-Inhabiting Species from South Florida and the Western Caribbean. Journal of Crustacean Biology 26:13–22."
,WORMS:389832,Leucothoe ashleyae,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,Newfound Harbor Keys,GEONAMES:4165972,Newfound Harbor Keys,24.61276667,-81.4024,2006,1,1,0,0,0,2006-1-1T00:00:00Z,10.1651/c-2624.1 ,https://watermark.silverchair.com/jcb0013.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAl0wggJZBgkqhkiG9w0BBwagggJKMIICRgIBADCCAj8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMOcGGJgLEb7IfsgtkAgEQgIICEOogBMQjsvCD3qg3hEpER5Bg8h15SoZtgTNHeF4YBol7KfuPqNNTM5CCl9WZz871jTsLmm22Xcd6ixFtp1ZkOcxzwPuMmRc22CcI4TONsLFWGuCiJ1Bkn2H0YkrAtfNwoiHCGs7MQ_SyLxcamsOxYM2AtdkwwQgbHcCpfDG9_j3jO-fkvwfNQsr2amO4bJotXY7Tq5wFIIh4QFuGf8gryncLdZqvYyJAC5pDX6pz00F_n4npmCTC6ujzIcXK2wAEOsExSMFQixTZhM-E8Q9WXgPX9GUtEaO0FE-BrJbAZnDYceEqMcJ61Cf8soCQ4hiap8BDcgBnknDD8d67KB5DIFBGNyuI6zfWDcARzTtqaTY98iCSR3XcTPAQ4FdIpdJIREBFr-yDZIKlgKqCb42hHdcEdwaXCfpmfU1IdwFIJcBiurtNS9HtaEM2nx4JDjlZyw0vLL8Vw33RQiJ_2EjhJSRUWfopkDg1z7vNeeXTNMEUoIxGs9HHmoO2V5qcGYz5N22SBT8vrScrGQjE6rnlcoxCg_rGWbJpoByQgEhCeFcOCi_qrvNwpc_qo8uR7W0hXJqhTyOaFWB1byB3dRpuu0ssXgeT6fN3dYOzzZScUmf2yg-pyTw_Puq-2r-uVljU7kinSr_-KX_fjnlqWqSqo0KRAlvqVb8Pw4Eh8jDV0NNnQElnZdPbawR5fMQkXchfBA,"Thomas JD, Klebba KN. 2006. Studies of Commensal Leucothoid Amphipods: Two New Sponge-Inhabiting Species from South Florida and the Western Caribbean. Journal of Crustacean Biology 26:13–22."
,WORMS:389833,Leucothoe kensleyi,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,Palm beach,GEONAMES:4177887,Palm beach,26.71795,-80.02956667,2007,1,1,0,0,0,2007-1-1T00:00:00Z,10.1111/j.1365-294x.2006.03145.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-294X.2006.03145.x,"Richards VP, Thomas JD, Stanhope MJ, Shivji MS. 2007. Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies. Molecular Ecology 16:139–157"
,WORMS:389833,Leucothoe kensleyi,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,"Ft Laurderdale, Cervicornis reef",GEONAMES:4155966,"Ft Laurderdale, Cervicornis reef",26.1632,-80.09153333,2007,1,1,0,0,0,2007-1-1T00:00:00Z,10.1111/j.1365-294x.2006.03145.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-294X.2006.03145.x,"Richards VP, Thomas JD, Stanhope MJ, Shivji MS. 2007. Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies. Molecular Ecology 16:139–157"
,WORMS:389833,Leucothoe kensleyi,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,"Ft Laurderdale, Barracuda reef",GEONAMES:4155966,"Ft Laurderdale, Barracuda reef",26.07866667,-80.09516667,2007,1,1,0,0,0,2007-1-1T00:00:00Z,10.1111/j.1365-294x.2006.03145.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-294X.2006.03145.x,"Richards VP, Thomas JD, Stanhope MJ, Shivji MS. 2007. Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies. Molecular Ecology 16:139–157"
,WORMS:389833,Leucothoe kensleyi,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,Long Key,GEONAMES:4162685,Long Key,24.72496667,-80.9188,2007,1,1,0,0,0,2007-1-1T00:00:00Z,10.1111/j.1365-294x.2006.03145.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-294X.2006.03145.x,"Richards VP, Thomas JD, Stanhope MJ, Shivji MS. 2007. Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies. Molecular Ecology 16:139–157"
,WORMS:389833,Leucothoe kensleyi,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,"Key West, Patch reef",GEONAMES:4155751,"Key West, Patch reef",24.45456667,-81.86816667,2007,1,1,0,0,0,2007-1-1T00:00:00Z,10.1111/j.1365-294x.2006.03145.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-294X.2006.03145.x,"Richards VP, Thomas JD, Stanhope MJ, Shivji MS. 2007. Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies. Molecular Ecology 16:139–157"
,WORMS:389833,Leucothoe kensleyi,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,"Key West, Hawk Channel reef",GEONAMES:4482348,"Key West, Hawk Channel reef",24.48898333,-81.84161667,2007,1,1,0,0,0,2007-1-1T00:00:00Z,10.1111/j.1365-294x.2006.03145.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-294X.2006.03145.x,"Richards VP, Thomas JD, Stanhope MJ, Shivji MS. 2007. Genetic connectivity in the Florida reef system: comparative phylogeography of commensal invertebrates with contrasting reproductive strategies. Molecular Ecology 16:139–157"
,WORMS:421701,Periclimenaeus perlatus,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.53333333,-84.31666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421701,Periclimenaeus perlatus,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.6,-84.26666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421701,Periclimenaeus perlatus,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.16666667,-84.16666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421701,Periclimenaeus perlatus,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.45,-84.28333333,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421697,Periclimenaeus caraibicus,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.53333333,-84.31666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421697,Periclimenaeus caraibicus,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.6,-84.26666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421697,Periclimenaeus caraibicus,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.16666667,-84.16666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421697,Periclimenaeus caraibicus,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.45,-84.28333333,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421705,Periclimenes iridescens,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.53333333,-84.31666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421705,Periclimenes iridescens,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.6,-84.26666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421705,Periclimenes iridescens,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.16666667,-84.16666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421705,Periclimenes iridescens,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.45,-84.28333333,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421720,Typton prionurus,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,Middle Grounds,GEONAMES:3715563,Middle Grounds,28.16666667,-84.16666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421759,Synalpheus hemphilli,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.53333333,-84.31666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421759,Synalpheus hemphilli,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.6,-84.26666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421759,Synalpheus hemphilli,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.45,-84.28333333,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:246469,Thor manningi,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.53333333,-84.31666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:246469,Thor manningi,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.6,-84.26666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:246469,Thor manningi,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.16666667,-84.16666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:246469,Thor manningi,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.45,-84.28333333,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421771,Synalpheus townsendi,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.53333333,-84.31666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421771,Synalpheus townsendi,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.6,-84.26666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421771,Synalpheus townsendi,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.16666667,-84.16666667,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421771,Synalpheus townsendi,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,0,GEONAMES:3715563,Middle Grounds,28.45,-84.28333333,1981,1,1,0,0,0,1981-1-1T00:00:00Z,,https://www.researchgate.net/publication/233936852_Northern_Gulf_of_Mexico_Topographic_Features_Study_Final_Report,"Dardeau M. R. (1981). Caridea: General collections and observations. In R. Rezak y B. T.J. (Eds.), Northern Gulf of Mexico topographic features study. Final Report to the U.S. Department of Interior, Bureau of Land Management, (pp. 89-115)."
,WORMS:421455,Colomastix falcirama,,,,,http://purl.obolibrary.org/obo/RO_0002441,commensualistOf,,WORMS:166232,Callyspongia (Cladochalina) vaginalis,,,,482,GEONAMES:3715563,Middle Grounds,28.53333333,-84.31666667,1995,1,1,0,0,0,1995-1-1T00:00:00Z,10.3989/scimar.2011.75n4733 ,http://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/view/1297/1377,"LeCroy SE. 1995. Memoirs of the Hourglass Cruises. St. Petersbburg, Florida: Florida Marine Research Institute Department of Environmental Protection."
,WORMS:515143,Synalpheus filidigitus,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166934,Calyx podatypa,,,,Carrie Bow Cay,GEONAMES:3582452,Carrie Bow Cay,16.783,-88.067,2006,1,1,0,0,0,2006-1-1T00:00:00Z,10.1111/j.1366-9516.2005.00213.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1366-9516.2005.00213.x,"Macdonald K S, Ríos R, Duffy J E (2006) Biodiversity, host specificity, and dominance by eusocial species among sponge-dwelling alpheid shrimp on the Belize Barrier Reef. Divers Distrib 12:165–178"
,WORMS:421757,Synalpheus goodei,,,,,http://purl.obolibrary.org/obo/RO_0002440,symbiontOf,,WORMS:166934,Calyx podatypa,,,,Carrie Bow Cay,GEONAMES:3582452,Carrie Bow Cay,16.783,-88.067,2006,1,1,0,0,0,2006-1-1T00:00:00Z,10.1111/j.1366-9516.2005.00213.x ,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1366-9516.2005.00213.x,"Macdonald K S, Ríos R, Duffy J E (2006) Biodiversity, host specificity, and dominance by eusocial species among sponge-dwelling alpheid shrimp on the Belize Barrier Reef. Divers Distrib 12:165–178"
